Logit_True,Logit_Max_Incorrect,Gap
0.73846376,0.94639534,-0.20793158
0.9453374,0.96301204,-0.017674625
0.94735533,0.9764486,-0.029093266
0.94662833,0.9558135,-0.009185195
0.7073953,0.7498969,-0.04250157
0.5291891,0.6561966,-0.12700748
0.9328085,0.9112362,0.021572292
0.98504394,0.94876397,0.036279976
0.9880766,0.94027936,0.047797263
0.9849243,0.93602717,0.048897147
0.9824296,0.9270379,0.05539173
0.97792757,0.92431486,0.05361271
0.99330896,0.96771175,0.025597215
0.9406664,0.895103,0.0455634
0.95432484,0.97503865,-0.020713806
0.95846105,0.9528931,0.005567968
0.6812471,0.96870565,-0.28745854
0.8547789,0.8664947,-0.011715829
0.8542787,0.86910546,-0.014826775
0.7113031,0.7764544,-0.065151274
0.7023164,0.7451012,-0.04278481
0.6880946,0.7517649,-0.06367028
0.81836474,0.7793973,0.03896743
0.8565607,0.7686275,0.08793318
0.9660817,0.95604706,0.010034621
0.5998926,0.8382877,-0.2383951
0.9344748,0.9260658,0.008409023
0.95662355,0.9287625,0.027861059
0.9229387,0.91595745,0.0069812536
0.88911474,0.95510304,-0.0659883
0.9539969,0.95856816,-0.004571259
0.94976306,0.86567545,0.08408761
0.74190384,0.88611114,-0.1442073
0.99499726,0.97130305,0.023694217
0.96385455,0.923558,0.040296555
0.8608265,0.8089374,0.05188912
0.5034832,0.8403753,-0.33689213
0.69099474,0.72853136,-0.03753662
0.9861264,0.9578494,0.02827704
0.91992897,0.81060004,0.109328926
0.9720294,0.9748193,-0.0027899146
0.9455467,0.9571611,-0.011614442
0.6522183,0.74285674,-0.09063846
-0.1435814,0.5677244,-0.7113058
0.7651884,0.67892325,0.08626515
0.9555023,0.826409,0.12909329
0.8058174,0.8915786,-0.08576119
0.8105416,0.8863721,-0.07583046
0.7982763,0.8916467,-0.09337038
0.8036753,0.8904849,-0.086809635
0.98682374,0.93922174,0.047601998
0.98150516,0.926658,0.05484718
0.9866919,0.93812364,0.04856825
0.97104865,0.7393284,0.23172027
0.8119872,0.7862409,0.025746346
0.9596727,0.9911862,-0.031513512
0.9649792,0.9598509,0.0051282644
0.9212224,0.94986963,-0.028647244
0.95329356,0.9805556,-0.027262032
0.9511695,0.9776162,-0.0264467
0.9978243,0.984287,0.013537288
0.8592032,0.8623078,-0.0031045675
0.8881577,0.9761373,-0.087979555
0.8985309,0.97182685,-0.07329595
0.89838165,0.9688319,-0.07045025
0.9008046,0.97046816,-0.069663584
0.93644136,0.96942395,-0.032982588
0.94677085,0.9634067,-0.016635835
0.9168517,0.9446429,-0.027791202
0.9665297,0.9186034,0.047926307
0.68895805,0.8959944,-0.20703638
0.9811052,0.93216634,0.04893887
0.98144585,0.9284285,0.053017378
0.9868548,0.93760884,0.049245954
0.98388577,0.93266016,0.051225603
